               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.029134,            0.015799,           0.0092073,             0.77958,             0.79657,             0.89278,             0.70482,            0.023145,           0.0041901,            0.014235,           0.0063618,           0.0063618,           0.0063618
                 149,            0.029245,            0.015804,           0.0094603,             0.94292,             0.83624,             0.92051,             0.69637,            0.023813,           0.0041878,            0.011756,            0.006337,            0.006337,            0.006337
                 150,            0.029626,            0.015246,           0.0091327,             0.78832,             0.84546,             0.89055,             0.70666,            0.024415,           0.0043574,           0.0088568,           0.0063122,           0.0063122,           0.0063122
                 151,             0.02796,            0.016043,           0.0097609,             0.83011,             0.82035,             0.89369,             0.73222,            0.022947,           0.0042083,           0.0094898,           0.0062875,           0.0062875,           0.0062875
                 152,            0.029369,            0.016315,           0.0084125,              0.8972,             0.83158,             0.91219,             0.72541,            0.022665,           0.0041963,            0.010687,           0.0062628,           0.0062628,           0.0062628
                 153,             0.02664,            0.015598,           0.0079133,             0.84686,             0.81064,             0.89337,             0.70992,            0.023726,            0.004124,            0.014638,            0.006238,            0.006238,            0.006238
                 154,            0.028616,            0.014712,           0.0089606,             0.96145,             0.78767,             0.92093,             0.76674,            0.025002,           0.0040591,           0.0077409,           0.0062132,           0.0062132,           0.0062132
                 155,            0.027756,            0.015152,           0.0090034,             0.85533,             0.86958,              0.9067,             0.71546,            0.024722,           0.0041133,           0.0075025,           0.0061885,           0.0061885,           0.0061885
                 156,            0.030203,             0.01458,           0.0095776,             0.97152,             0.80631,             0.90826,             0.73078,            0.023273,           0.0042757,           0.0084149,           0.0061637,           0.0061637,           0.0061637
                 157,            0.028839,             0.01512,           0.0086123,              0.8945,             0.80448,             0.87777,             0.71754,            0.024706,           0.0042952,            0.012989,            0.006139,            0.006139,            0.006139
                 158,            0.027546,            0.014932,           0.0098038,              0.9467,             0.84718,             0.92507,             0.73758,            0.022679,            0.004078,            0.012249,           0.0061142,           0.0061142,           0.0061142
                 159,            0.027438,            0.015534,           0.0081101,             0.82417,             0.85668,             0.91756,             0.73408,            0.023121,           0.0041516,             0.01181,           0.0060895,           0.0060895,           0.0060895
                 160,            0.027056,            0.015153,            0.007982,             0.92082,             0.78847,             0.89069,             0.71794,            0.023152,           0.0044721,            0.010777,           0.0060647,           0.0060647,           0.0060647
                 161,            0.026477,            0.015667,           0.0080405,             0.87479,             0.81294,             0.92805,             0.74714,            0.024027,           0.0042207,           0.0083467,             0.00604,             0.00604,             0.00604
                 162,            0.028131,            0.015108,           0.0074851,             0.83715,             0.68949,             0.81129,             0.59843,              0.0264,           0.0050365,            0.021939,           0.0060152,           0.0060152,           0.0060152
                 163,            0.028238,            0.015108,           0.0082659,             0.84631,             0.78126,             0.88323,             0.70354,            0.024902,           0.0046755,            0.016094,           0.0059905,           0.0059905,           0.0059905
                 164,            0.027951,            0.014871,           0.0074153,             0.88441,             0.76158,             0.83818,              0.6549,            0.024085,           0.0046925,            0.014238,           0.0059658,           0.0059658,           0.0059658
                 165,            0.027975,            0.015262,           0.0084496,             0.86788,             0.79836,             0.87467,             0.69367,            0.024255,           0.0045475,            0.012203,            0.005941,            0.005941,            0.005941
                 166,            0.028738,            0.014793,           0.0087334,             0.88841,             0.80123,             0.86735,             0.66318,            0.025033,           0.0043211,            0.014645,           0.0059163,           0.0059163,           0.0059163
                 167,            0.027665,            0.014583,            0.009268,             0.89246,             0.82938,             0.87433,              0.7113,            0.025265,           0.0041414,           0.0085499,           0.0058915,           0.0058915,           0.0058915
                 168,            0.027521,            0.014937,            0.008523,             0.86191,             0.83227,             0.85771,             0.68881,            0.024164,            0.004377,           0.0091293,           0.0058668,           0.0058668,           0.0058668
                 169,             0.02717,            0.015348,           0.0090914,             0.79912,             0.82169,             0.86944,             0.69629,            0.022971,           0.0044535,           0.0080688,            0.005842,            0.005842,            0.005842
                 170,            0.027603,            0.014964,           0.0077964,             0.81806,             0.81244,             0.87655,             0.71983,            0.022638,           0.0041993,           0.0063375,           0.0058173,           0.0058173,           0.0058173
                 171,            0.027941,            0.015535,           0.0076405,              0.8901,              0.8095,             0.91385,             0.74129,            0.023908,           0.0040318,           0.0056693,           0.0057925,           0.0057925,           0.0057925
                 172,            0.026721,            0.014569,           0.0075564,             0.89483,             0.80034,             0.90584,             0.73874,            0.022898,           0.0041236,           0.0078587,           0.0057678,           0.0057678,           0.0057678
                 173,            0.027836,            0.015532,           0.0093478,             0.86544,              0.8187,             0.89928,             0.73906,            0.022055,           0.0042162,           0.0070524,            0.005743,            0.005743,            0.005743
                 174,            0.029088,            0.015375,           0.0078629,             0.88919,             0.82128,             0.86973,              0.6895,             0.02268,           0.0042545,           0.0095378,           0.0057183,           0.0057183,           0.0057183
                 175,            0.027434,            0.015472,           0.0087907,             0.84835,             0.79517,             0.86093,             0.70558,             0.02252,           0.0043951,           0.0083842,           0.0056935,           0.0056935,           0.0056935
                 176,            0.027877,             0.01428,           0.0089685,             0.83342,             0.76041,             0.84636,             0.62713,            0.025877,           0.0043694,            0.015428,           0.0056688,           0.0056688,           0.0056688
                 177,            0.027262,            0.014656,             0.00823,             0.88345,             0.78009,             0.89984,             0.73768,            0.024627,           0.0042556,           0.0093041,            0.005644,            0.005644,            0.005644
                 178,            0.026173,             0.01433,           0.0078435,             0.82919,             0.64115,             0.74605,              0.5106,            0.027574,           0.0056187,            0.022093,           0.0056193,           0.0056193,           0.0056193
                 179,            0.026747,            0.014815,           0.0087222,             0.87736,             0.78671,             0.87649,             0.68913,            0.024567,           0.0042607,           0.0095379,           0.0055945,           0.0055945,           0.0055945
                 180,            0.026725,            0.014616,           0.0087409,             0.82124,             0.77908,             0.84152,             0.67975,            0.023883,           0.0041742,            0.011764,           0.0055698,           0.0055698,           0.0055698
                 181,            0.027753,            0.014192,           0.0085969,             0.91005,             0.77992,             0.89015,             0.71411,            0.023411,           0.0042396,            0.010125,            0.005545,            0.005545,            0.005545
                 182,            0.028222,            0.014224,           0.0075368,              0.8783,             0.79035,             0.87361,             0.70048,            0.025418,           0.0044327,            0.015119,           0.0055202,           0.0055202,           0.0055202
                 183,            0.026331,             0.01429,            0.008014,             0.77264,             0.78151,             0.84413,             0.69028,            0.025386,           0.0043516,            0.019828,           0.0054955,           0.0054955,           0.0054955
                 184,            0.026747,            0.014365,           0.0082537,             0.89493,             0.75734,             0.86543,             0.71791,            0.023135,           0.0041933,           0.0078956,           0.0054707,           0.0054707,           0.0054707
                 185,            0.027363,            0.014731,            0.007702,             0.79257,             0.79488,             0.86703,             0.68599,            0.022538,           0.0043584,            0.011434,            0.005446,            0.005446,            0.005446
                 186,            0.027117,            0.015275,           0.0091427,             0.84541,             0.81102,             0.89669,             0.73928,            0.024038,           0.0043502,            0.012928,           0.0054212,           0.0054212,           0.0054212
                 187,            0.027037,            0.016036,           0.0064854,             0.87198,             0.85732,             0.91159,              0.7361,             0.02202,           0.0042071,             0.01218,           0.0053965,           0.0053965,           0.0053965
                 188,            0.026801,             0.01569,           0.0081121,             0.87135,             0.79301,             0.91145,             0.74741,            0.021564,           0.0042231,           0.0099556,           0.0053717,           0.0053717,           0.0053717
                 189,             0.02807,            0.014316,           0.0064613,             0.92804,             0.75852,             0.86886,             0.72207,            0.023453,            0.004447,            0.010868,            0.005347,            0.005347,            0.005347
                 190,            0.027718,             0.01398,           0.0080078,              0.8448,             0.81471,             0.88605,             0.71359,            0.023135,           0.0042464,           0.0078595,           0.0053223,           0.0053223,           0.0053223
                 191,            0.026719,            0.014295,           0.0086711,              0.9403,             0.84029,               0.942,             0.74962,            0.023254,           0.0041536,           0.0069855,           0.0052975,           0.0052975,           0.0052975
                 192,            0.027669,            0.014398,           0.0074685,             0.89383,             0.76978,             0.89872,             0.72778,            0.022804,           0.0042468,            0.014301,           0.0052727,           0.0052727,           0.0052727
                 193,            0.027404,             0.01465,           0.0080239,             0.88825,              0.7428,             0.87667,             0.71553,            0.023538,             0.00436,            0.016545,            0.005248,            0.005248,            0.005248
                 194,             0.02663,            0.015276,           0.0070133,             0.90127,             0.75601,             0.87242,             0.72563,            0.024064,           0.0043421,            0.012182,           0.0052233,           0.0052233,           0.0052233
                 195,            0.026819,             0.01421,           0.0071251,             0.85336,             0.66465,             0.78956,             0.62641,            0.026695,           0.0048813,            0.017075,           0.0051985,           0.0051985,           0.0051985
                 196,            0.026393,            0.015063,           0.0088423,             0.89037,             0.78936,             0.86163,             0.72653,            0.022503,           0.0043439,           0.0074763,           0.0051737,           0.0051737,           0.0051737
                 197,            0.026876,            0.014529,           0.0068001,             0.82963,              0.7312,             0.83263,             0.69622,             0.02215,           0.0044837,            0.012549,            0.005149,            0.005149,            0.005149
                 198,             0.02792,            0.014937,           0.0075362,             0.92118,              0.7348,             0.84332,             0.69646,            0.022699,           0.0043741,            0.013421,           0.0051243,           0.0051243,           0.0051243
                 199,            0.026471,            0.014645,           0.0076034,             0.90977,             0.80406,             0.87604,             0.72304,            0.022627,           0.0044005,           0.0084762,           0.0050995,           0.0050995,           0.0050995
                 200,            0.025116,            0.014088,           0.0080798,               0.846,             0.76901,             0.85171,             0.69518,            0.023172,           0.0046679,            0.011482,           0.0050747,           0.0050747,           0.0050747
                 201,            0.027446,             0.01459,           0.0083027,             0.84521,             0.77263,              0.8978,              0.7422,            0.023794,           0.0044691,           0.0057664,             0.00505,             0.00505,             0.00505
                 202,            0.027843,              0.0158,           0.0075277,             0.84028,             0.68751,             0.74997,             0.58742,            0.026211,           0.0053793,            0.015683,           0.0050253,           0.0050253,           0.0050253
                 203,            0.026231,            0.013758,           0.0083999,             0.84703,             0.80999,              0.8728,             0.73345,             0.02379,           0.0044858,           0.0094386,           0.0050005,           0.0050005,           0.0050005
                 204,            0.026677,             0.01476,           0.0072956,             0.91904,             0.77469,             0.87631,             0.73418,             0.02228,            0.004441,            0.015013,           0.0049758,           0.0049758,           0.0049758
                 205,            0.025827,            0.014005,           0.0079991,             0.85255,             0.80775,             0.88794,             0.73152,            0.023234,           0.0044844,            0.013063,            0.004951,            0.004951,            0.004951
                 206,             0.02766,            0.015828,           0.0074552,             0.83728,              0.8511,             0.89426,             0.74225,            0.023897,           0.0043345,           0.0087563,           0.0049263,           0.0049263,           0.0049263
                 207,            0.026655,            0.013877,            0.008402,             0.84268,             0.83286,             0.89724,             0.73178,            0.023224,           0.0043761,            0.014679,           0.0049015,           0.0049015,           0.0049015
                 208,            0.026803,             0.01425,           0.0067047,             0.86127,             0.82196,             0.88633,             0.72528,            0.023234,           0.0041223,            0.013652,           0.0048768,           0.0048768,           0.0048768
                 209,            0.024848,            0.014296,           0.0068396,             0.85161,              0.8229,             0.88337,             0.72429,             0.02335,           0.0040226,            0.009019,            0.004852,            0.004852,            0.004852
                 210,             0.02562,            0.014207,           0.0062612,             0.76668,             0.87339,             0.90436,             0.73816,            0.022674,           0.0041328,            0.011106,           0.0048272,           0.0048272,           0.0048272
                 211,            0.024592,            0.013589,           0.0083053,             0.85699,             0.78813,             0.86886,             0.71541,            0.020383,           0.0041343,            0.013432,           0.0048025,           0.0048025,           0.0048025
                 212,             0.02622,            0.014655,            0.006628,             0.85763,             0.74381,             0.87987,             0.73535,            0.021211,           0.0042564,             0.01518,           0.0047778,           0.0047778,           0.0047778
                 213,            0.025591,            0.013955,           0.0085906,             0.78577,             0.82255,             0.84598,             0.71286,            0.022647,           0.0041667,            0.012655,            0.004753,            0.004753,            0.004753
                 214,            0.025203,             0.01364,           0.0073401,             0.79321,             0.73171,             0.82288,             0.69038,            0.023361,           0.0045077,            0.010603,           0.0047283,           0.0047283,           0.0047283
                 215,            0.026591,            0.014546,           0.0073738,             0.80759,             0.77157,             0.84835,              0.6875,            0.023009,           0.0046824,           0.0070272,           0.0047035,           0.0047035,           0.0047035
                 216,            0.024832,            0.013322,           0.0065481,             0.84628,             0.75807,             0.85055,             0.71216,            0.023111,           0.0043391,           0.0080675,           0.0046788,           0.0046788,           0.0046788
                 217,            0.025147,            0.014699,           0.0066252,             0.91957,              0.7418,             0.86708,             0.72183,            0.021968,           0.0044627,           0.0080495,            0.004654,            0.004654,            0.004654
                 218,            0.025283,            0.014184,           0.0058359,             0.89776,             0.82468,             0.89119,             0.73759,            0.023595,           0.0044579,           0.0076794,           0.0046293,           0.0046293,           0.0046293
                 219,            0.025902,            0.013437,           0.0064673,             0.89317,             0.81181,              0.8786,             0.73608,            0.022472,           0.0044945,           0.0078561,           0.0046045,           0.0046045,           0.0046045
                 220,            0.025783,            0.013865,           0.0053362,             0.90971,              0.7905,             0.86984,              0.7374,            0.021921,           0.0042344,           0.0091924,           0.0045798,           0.0045798,           0.0045798
                 221,            0.024873,             0.01409,           0.0061172,             0.88495,             0.79337,             0.87131,             0.71817,            0.023043,           0.0044654,           0.0079586,            0.004555,            0.004555,            0.004555
                 222,            0.025445,            0.013243,           0.0065379,             0.77804,             0.82593,             0.86952,             0.73683,            0.022011,           0.0043162,            0.008439,           0.0045303,           0.0045303,           0.0045303
                 223,            0.026022,            0.014403,             0.00794,             0.82522,             0.77309,             0.85771,             0.72398,             0.02201,           0.0043956,            0.010317,           0.0045055,           0.0045055,           0.0045055
                 224,            0.024565,            0.013661,           0.0064146,             0.87341,             0.74591,             0.83866,             0.70159,            0.024121,           0.0044305,           0.0091717,           0.0044808,           0.0044808,           0.0044808
                 225,            0.024735,            0.013699,           0.0055654,             0.88781,             0.73452,             0.84435,             0.70804,            0.025279,           0.0043028,            0.012164,            0.004456,            0.004456,            0.004456
                 226,            0.026322,            0.014636,            0.007656,              0.8568,             0.76117,             0.84199,             0.71247,             0.02435,           0.0042849,            0.011739,           0.0044313,           0.0044313,           0.0044313
                 227,            0.024834,            0.013446,           0.0058091,             0.88873,             0.79188,             0.88519,             0.72829,            0.024745,           0.0043568,             0.01095,           0.0044065,           0.0044065,           0.0044065
                 228,            0.025889,            0.013427,           0.0063936,             0.80222,             0.88081,             0.91046,             0.74692,            0.022792,           0.0041646,            0.008834,           0.0043818,           0.0043818,           0.0043818
                 229,             0.02395,            0.013822,           0.0063562,             0.93755,             0.75525,             0.90903,             0.72621,            0.022467,           0.0042197,            0.011875,            0.004357,            0.004357,            0.004357
                 230,            0.025363,            0.013844,            0.006687,             0.88721,             0.78317,             0.88859,             0.72983,            0.022492,           0.0043805,           0.0083735,           0.0043323,           0.0043323,           0.0043323
                 231,            0.026048,            0.013423,           0.0074242,             0.90232,             0.78244,              0.9014,             0.74343,            0.023116,           0.0042781,           0.0062423,           0.0043075,           0.0043075,           0.0043075
                 232,            0.026155,            0.013975,            0.006765,             0.90018,             0.76711,             0.83853,              0.6631,            0.025117,           0.0051547,            0.013898,           0.0042828,           0.0042828,           0.0042828
                 233,            0.026652,            0.013794,           0.0074045,             0.85967,             0.87674,             0.92132,             0.75426,            0.022723,           0.0041595,           0.0078984,            0.004258,            0.004258,            0.004258
                 234,            0.025291,            0.014628,           0.0069663,              0.7804,             0.81292,             0.87587,             0.72994,             0.02295,           0.0043423,            0.010448,           0.0042333,           0.0042333,           0.0042333
                 235,            0.024144,            0.012695,           0.0067311,             0.90239,             0.78993,             0.86991,             0.72314,              0.0232,           0.0044653,            0.008953,           0.0042085,           0.0042085,           0.0042085
                 236,            0.023629,             0.01325,           0.0059474,             0.90282,             0.77591,             0.88886,             0.73404,            0.023284,           0.0041339,           0.0079516,           0.0041837,           0.0041837,           0.0041837
                 237,            0.023279,            0.012575,           0.0070565,             0.90525,             0.74872,             0.88278,             0.74134,             0.02197,           0.0040516,           0.0080264,            0.004159,            0.004159,            0.004159
                 238,            0.024216,            0.014127,           0.0044356,             0.89905,             0.77295,             0.87931,             0.74193,            0.022706,           0.0042871,            0.011191,           0.0041342,           0.0041342,           0.0041342
                 239,            0.025596,            0.014259,           0.0065565,             0.77663,             0.84543,             0.86419,             0.69966,            0.023609,           0.0044065,            0.014895,           0.0041095,           0.0041095,           0.0041095
                 240,            0.023922,            0.013672,           0.0083331,             0.80214,              0.8026,             0.88606,             0.74387,            0.022922,           0.0043606,            0.013988,           0.0040847,           0.0040847,           0.0040847
                 241,            0.022888,            0.013575,           0.0058503,             0.84004,             0.86061,             0.90613,             0.74762,            0.021117,           0.0039367,            0.010024,             0.00406,             0.00406,             0.00406
                 242,             0.02473,            0.013777,           0.0059911,             0.90731,             0.82299,             0.90707,             0.76113,            0.022097,           0.0039294,           0.0089687,           0.0040352,           0.0040352,           0.0040352
                 243,            0.022883,            0.012527,           0.0074452,             0.86879,             0.81998,             0.89777,             0.76387,            0.023066,           0.0039868,            0.010658,           0.0040105,           0.0040105,           0.0040105
                 244,            0.024075,            0.013193,           0.0061728,             0.87989,             0.85282,              0.9039,             0.74423,            0.023821,           0.0039622,            0.010469,           0.0039857,           0.0039857,           0.0039857
                 245,            0.023753,            0.012933,           0.0058503,             0.89038,             0.84351,             0.90915,             0.75021,            0.023822,           0.0040329,           0.0090928,            0.003961,            0.003961,            0.003961
                 246,             0.02312,            0.013091,           0.0054405,              0.8711,             0.83497,             0.90636,              0.7426,            0.022621,           0.0040871,             0.01164,           0.0039362,           0.0039362,           0.0039362
                 247,            0.024959,            0.013469,           0.0069114,              0.8813,             0.83609,             0.88904,             0.72565,            0.023758,           0.0044571,            0.011672,           0.0039115,           0.0039115,           0.0039115
                 248,            0.024178,            0.014008,           0.0051724,             0.90991,             0.79176,             0.88325,             0.74777,            0.023489,           0.0043811,           0.0094635,           0.0038867,           0.0038867,           0.0038867
                 249,            0.022727,            0.012686,           0.0059293,             0.89048,             0.81072,             0.87429,             0.73907,            0.023356,           0.0045074,            0.014414,            0.003862,            0.003862,            0.003862
                 250,            0.023781,            0.014032,            0.005775,             0.91941,             0.75164,              0.8716,             0.74773,            0.021799,           0.0044603,            0.011868,           0.0038372,           0.0038372,           0.0038372
                 251,            0.024292,            0.013328,           0.0058312,             0.91869,              0.7664,             0.85852,             0.73729,            0.022634,           0.0044311,           0.0080837,           0.0038125,           0.0038125,           0.0038125
                 252,            0.023938,            0.013996,           0.0048184,             0.89247,              0.8198,             0.88545,             0.75581,            0.021719,           0.0042775,           0.0071269,           0.0037878,           0.0037878,           0.0037878
                 253,            0.023506,            0.013413,           0.0045953,               0.935,             0.80667,              0.8947,             0.75213,            0.022048,           0.0041648,           0.0070023,            0.003763,            0.003763,            0.003763
                 254,            0.023448,            0.012799,           0.0056568,             0.92378,              0.7417,             0.87191,              0.7328,            0.021711,           0.0041909,           0.0076169,           0.0037383,           0.0037383,           0.0037383
